;tweet;retweet;favoritos
188;MEUS SENTIMENTOS PELA PARTIDA DE UM HOMEM LEAL - Do senador Collor sobre o falecimento do ex-senador Ney Maranhão...;3;11
189;O partido, com o número 36, sucedeu o antigo PRN, sigla pela qual Collor elegeu-se presidente da República, em 1989.;11;13
190;Pesou na decisão a identidade programática e a relação histórica com dirigentes nacionais da legenda, como o presidente Daniel Tourinho.;5;5
191;PTC, O NOVO PARTIDO DE COLLOR - Collor já está filiado ao Partido Trabalhista Cristão. Após análise de convites, Collor decidiu pelo PTC.;39;16
192;(...) o que dá justa medida da nenhuma influência do Senador sobre a diretoria da referida empresa.;2;10
193;(..) de repercussão nacional. Registre-se que, na ocasião, o pleito de interesse do Estado não foi atendido...;2;6
194;O senador esteve em uma oportunidade na BR Distribuidora, na defesa dos interesses  de Alagoas, à época, afligido por calamidade pública....;2;6
195;O senador ignora qualquer orientação, por ventura, dada a quem quer que seja para que supostamente fosse atendido.;3;8
196;COLLOR REAGE A MAIS UMA ACUSAÇÃO SEM FUNDAMENTO....;128;52
197;Convidado para almoçar no gabinete da liderança do bloco, o ministro da Fazenda tratou de assuntos relacionados às medidas de ajuste fiscal.;3;16
198;Como líder do bloco “União e Força”, recebi, ao lado dos demais senadores do PTB, PR, PSC e PRB, o ministro J.Levy. https://t.co/bfPi3ikVL9;5;13
199;Senadores reconhecem avanços de comissão presidida por @Collor https://t.co/BzJOjZE4kQ;0;8
