;tweet;retweet;favoritos;id;data
20;O Golpe de 64: Na ditadura, as perseguições e o arbítrio atingiam a todos que ousassem se posicionar contra o regime.  #DitaduraNuncaMais #1964NãoDáPraComemorar https://t.co/u1vlXl5kGy;477;1780;1111983233661571073;2019-03-30 13:27:17
21;O Golpe de 64: As manifestações populares e as mais simples reivindicações de trabalhadores foram reprimidas com violência e brutalidade.  #DitaduraNuncaMais #1964NãoDáPraComemorar https://t.co/rkrpi81kGT;292;1074;1111841713230938113;2019-03-30 04:04:56
22;O Golpe de 64: A tortura virou política de Estado para suprimir a oposição pela dor até a morte.  #DitaduraNuncaMais #1964NãoDáPraComemorar https://t.co/SrRTTONwAH;680;2781;1111828327038414848;2019-03-30 03:11:44
23;O Golpe de 64: Congresso Nacional fechado e parlamentares cassados. No Supremo Tribunal Federal, juízes também foram cassados.  #DitaduraNuncaMais #1964NãoDáPraComemorar https://t.co/JtyJ1xgg89;372;1272;1111807953340977152;2019-03-30 01:50:47
24;O Golpe de 64: 21 anos sem eleições diretas para presidente da República.  #DitaduraNuncaMais #1964NãoDáPraComemorar https://t.co/c4y44QGwF1;418;1549;1111782508524384256;2019-03-30 00:09:40
25;ARBÍTRIO OCULTO POR BIOMBOS O governo não tem condições morais, éticas e políticas de julgar idoneamente pedidos de reparação de quem foi vítima da ditadura militar. A nota de Dilma está no link a seguir: https://t.co/e8z52VIXGo;553;2465;1111387706817273860;2019-03-28 22:00:52
26;"CONTRA A DITADURA, MEMÓRIA E VERDADE Para homenagear os argentinos, que celebram o ""Dia da Memória, Verdade e Justiça"", uma carta às corajosas Mães e Avós da Praça de Maio. A cara está no link a seguir: https://t.co/1FPgB8caJ2";919;4845;1110585649135013888;2019-03-26 16:53:47
27;A UNIÃO DAS ESQUERDAS PT, PCdoB, Psol e PSB se reúnem e definem propostas comuns contra Bolsonaro e em defesa do Brasil. No link a seguir, a nota emitida após a reunião: https://t.co/0RRsT153RF https://t.co/DEwFm7oMog;384;2713;1110575052783828992;2019-03-26 16:11:40
28;O ASSASSINATO DE UMA MILITANTE PELA  VIDA Dilma Ferreira Silva, do Movimento dos Atingidos por Barragens, é morta no Pará. Link para a nota: https://t.co/U0KhRCH2OM https://t.co/wOSYTOHKLI;567;1997;1109204181611696128;2019-03-22 21:24:19
29;Fotos históricas de @LulaOficial captadas por alguns dos principais fotojornalistas do país. #LeilãoLulaLivre #LulaLivre https://t.co/7HrjzzQ11u;990;4243;1108433782615478272;2019-03-20 18:23:02
30;A extraordinária história de luta de @LulaOficial pelos olhos de alguns dos mais importantes fotógrafos do país. Um leilão imperdível.   Participem!  https://t.co/UCNcoZtO3k;396;1698;1108381739037179906;2019-03-20 14:56:13
31;RT @jpprates: Chegou a hora de discutir com transparência e profundidade a política de desinvestimento da Petrobras. Convidei o ministro da…;62;0;1108381382424907776;2019-03-20 14:54:48
32;Assista hoje, às 21h, “A farsa da Lava Jato”, reportagem especial do jornalista e @DeputadoFederal Paulo Pimenta (PT-RS), líder do PT na Câmara, sobre os abusos da operação que tentou se apropriar de R$ 2,5 bilhões de recursos públicos.  #AFarsaDaLavaJato https://t.co/NvhuXoYidn;551;2011;1108146006401662977;2019-03-19 23:19:30
33;@LaerteCoutinho1 https://t.co/dsF2d1GSbb;53;200;1108022055297912833;2019-03-19 15:06:58
34;Ótima iniciativa. Mais dinheiro para educação e saúde. https://t.co/in51vmKjIu;60;582;1108012774108487680;2019-03-19 14:30:05
35;Três anos e um dia que Moro cometeu ato ilegal determinado.  https://t.co/Tvs7bnPNvr;1109;4489;1107405423387267073;2019-03-17 22:16:42
36;A CARTA QUE EMOCIONA O POVO Em carta enviada ao Encontro Nacional Lula Livre, o ex-presidente fala sobre sua prisão política, o lawfare da Justiça e agradece todo apoio dado pela militância. LEIA NO LINK ABAIXO: https://t.co/VHRhpIF6a6 https://t.co/a0a2cKX9YK;237;958;1107275860065861632;2019-03-17 13:41:51
37;@LulaOficial Querido @LulaOficial, estamos com você.;349;4079;1106921731447492608;2019-03-16 14:14:41
38;RT @LulaOficial: Agradeço especialmente aos companheiros da vigília em Curitiba, que me confortam todos os dias, aos companheiros que const…;1203;0;1106921482515632128;2019-03-16 14:13:41
39;LULA, HERÓI DA CLASSE TRABALHADORA  Um homem perseguido. Um processo sem provas. Um julgamento parcial. Um preso político.  Un hombre perseguido. Un proceso sin pruebas. Un juicio parcial. Un preso político.  #LulaLivre #LulaLibre @LulaOficial   https://t.co/LQCC7bF7dA;1079;5287;1106905852039057408;2019-03-16 13:11:35
40;A man chased. A process without evidence. A partial judgment. A political prisoner. #FreeLula #NobelPrizeforLula  Um homem perseguido. Um processo sem provas. Um julgamento parcial. Um preso político. #LulaLivre #NobelparaLula  https://t.co/bG4PcTM8xj;637;2208;1106893067502735365;2019-03-16 12:20:47
41;PROPOSTA DO PT PARA A PREVIDÊNCIA Partido lança um caderno com artigos, análises e explicações que abordam todos os aspectos da reforma que o governo Bolsonaro tenta impor aos brasileiros. O caderno de textos está no link a seguir: https://t.co/FIN4YGOoFW;740;2525;1106363842001551360;2019-03-15 01:17:49
42;3/O porte de armas irrestrito e amplamente liberado a toda população vai dar instrumento para que o assassinato massivo se torne endêmico e cotidiano. A lei anticrime do minisro Moro é o encontro marcado com tragédias como a de Suzano;1469;7655;1105921014993690625;2019-03-13 19:58:11
43;2/O absurdo estarrecedor é que, neste trágico dia em que assistimos à morte de 10 pessoas e o ferimento de outras 9,  o Presidente da República tenha o desplante de anunciar uma lei propondo maior acesso a armas.;1397;6859;1105920918184972288;2019-03-13 19:57:48
44;1/A tragédia de Suzano (SP) causa espanto, dor e revolta. Nada pode amenizar o sofrimento das famílias das vítimas. A elas minha solidariedade e meu desejo de que encontrem forças para resistir ao momento mais doloroso de suas vidas.;524;3173;1105920860156768256;2019-03-13 19:57:34
45;Afirmar que as mortes de Marielle e Anderson podem ter sido “crime de ódio”, como disseram os investigadores, é como admitir que 2 dos maiores matadores de aluguel do Rio são suscetíveis a sentimentos pessoais em relação às suas vítimas.;1131;5288;1105811999836065798;2019-03-13 12:45:00
46;Marielle não foi morta porque os atiradores não gostavam dela. Alguém os contratou para matá-la. O crime só estará realmente esclarecido quando os mandantes forem presos. Até lá, eles estão livres para alugar outros matadores.;5959;28770;1105811948279615488;2019-03-13 12:44:48
47;@LulaMarques Obrigada, @LulaMarques;55;1534;1104183995993128967;2019-03-09 00:55:54
48;FORÇA, AMIGA CRISTINA KIRCHNER! TODA NOSSA SOLIDARIEDADE. Na Argentina, conluio entre o Judiciário, serviços de inteligência do governo federal e a mídia empresarial. No link, a íntegra da nota: https://t.co/0Qn0cNK1NX;538;2473;1104126302326607875;2019-03-08 21:06:38
49;LUTA E RESISTÊNCIA Devemos lutar juntas por nossos direitos, sobretudo pelo direito à vida digna para todos. No link, a nota de Dilma sobre o Dia Internacional da Mulher: https://t.co/80O1yIWxIY;149;819;1104122644318863360;2019-03-08 20:52:06
50;Muito honrada! Em meu nome, a ex-ministra Eleonora Menicucci recebe na Assembléia Legislativa de são Paulo o Prêmio Beth Lobo de Direitos Humanos das Mulheres. https://t.co/FskOKBOrBD;332;2642;1104114559927885825;2019-03-08 20:19:59
51;Ao vivo! #8M https://t.co/uSYvW0rnvb;189;1165;1104068947056517120;2019-03-08 17:18:44
52;#8M #DiadaMulher https://t.co/sahSswP2Is;70;472;1104068784657178625;2019-03-08 17:18:05
53;PELA DEMOCRACIA E PELA CIVILIDADE Vídeo obsceno e defesa de tutela militar revelam que presidente da República não está à altura do cargo. Leia a nota de Dilma Rousseff no link a seguir: https://t.co/iIci8M0jG7;718;3761;1103810161427267585;2019-03-08 00:10:24
54;Amanhã, dia 8 de março, Dia Internacional da Mulher, estaremos tratando das políticas para mulheres nos governos do PT, em um bate-papo na TV @brasil247. Acompanhe nas nossas redes sociais, a partir das 14h. https://t.co/zSQYWd7stc;431;2052;1103674842426064907;2019-03-07 15:12:42
55;Parabéns à Estação Primeira de @gresmangueira pelo campeonato.  Nesses tempos, nada melhor do que tratarmos dos verdadeiros heróis de nossa gente, dos negros e índios.   Viva o samba e o povo brasileiro!  #MariellePresente  #MangueiraCampea2019  #LulaLivre https://t.co/hBiS0faoWU;1580;11618;1103412170925182977;2019-03-06 21:48:56
56;O ESTELIONATO DA LAVA JATO Operação de Curitiba se apropria de R$ 2,5 bi e se prepara para substituir o bolsonarismo. Leia o texto de Luis Nassif no link: https://t.co/RlCuuxZQx9;892;2767;1102978341664182274;2019-03-05 17:05:03
57;Um bom dia especial ao presidente @zehdeabreu e à vice-presidente @mariadorosario. Que conduzam o destino do Brasil com perseverança e olhando para a nossa gente.;2808;20225;1102184189531688960;2019-03-03 12:29:23
58;@BrunoRguezP @LulaOficial Muchas gracias, @brunorguez;23;312;1101948240881221635;2019-03-02 20:51:48
59;Artigo de @jaqueswagner, hoje, na @folha. Não se pode acabar com o fundo eleitoral. https://t.co/GLImFshO6r;81;457;1101860605332545536;2019-03-02 15:03:34
60;Atenção ao alerta do senador @jpprates: governo ataca sindicatos. https://t.co/tjmDtO7Tkx;346;901;1101859273880059909;2019-03-02 14:58:17
61;Deixem @LulaOficial velar Arthur. https://t.co/GgnPDgmLRE;1217;5171;1101529762181332993;2019-03-01 17:08:55
62;Meu abraço cheio de força, carinho e afeto a Marlene e ao Sandro. Nessa hora de tragédia e de dor, desejo serenidade e paz à família de @LulaOficial para enfrentar tamanha perda.   #ÉDireitoDeLulaEnterrarONeto https://t.co/Zac0jEbVtn;1577;8752;1101524497662910466;2019-03-01 16:48:00
63;Minha imensa solidariedade, a @LulaOficial e sua família, face a imensa dor que se abate, hoje, sobre eles. Meu pesar pelo falecimento de Arthur, neto querido e filho amado, vítima de meningite, aos 7 anos. Uma criança maravilhosa. https://t.co/7gMIx63Jms;2154;16026;1101524272860798976;2019-03-01 16:47:06
64;2/Os 2 deputados tumultuam para impedir a comissão de funcionar e querem destituir Beatriz, que foi eleita com 90 mil votos e representa a classe dos professores de Minas. Mas o machismo e o autoritarismo não irão prevalecer. Basta de covardia e abuso contra as mulheres!;73;530;1101519261565095936;2019-03-01 16:27:11
65;1/Todo o apoio à deputada Beatriz Cerqueira (PT), presidente da Comissão de Educação da ALMG, que está sendo sabotada pelo machismo de deputados do PSL e do Novo. O Coronel Sandro, do PSL, chegou a mandar Beatriz calar a boca, numa reunião;381;1565;1101486643159187457;2019-03-01 14:17:35
66;RT @jpprates: Em Defesa da Previdência Pública. O Nordeste não pode ser sacrificado pelo governo em nome de meta fiscal. Isso é desumano.…;34;0;1100790169576374274;2019-02-27 16:10:02
67;RT @LulaOficial: A melhor forma de resolver o problema da Previdência é gerar empregos. Quanto mais emprego, mais salários, mais contribuiç…;2023;0;1100438589735866369;2019-02-26 16:52:59
68;OFÍCIO DE VÉLEZ ÀS ESCOLAS É CRIME Mercadante acusa de ilegal orientação do ministro da Educação para que alunos repitam slogans do governo e sejam filmadas pelas escolas Eis a íntegra da nota: https://t.co/Mg8AeXTweF;228;928;1100390613822963712;2019-02-26 13:42:21
69;"Ex-chanceler, Celso Amorim alerta sobre intervenção na Venezuela:   ""Amanhã pode ser aqui""   https://t.co/nHX3n2pOPp";423;1356;1099290777170120704;2019-02-23 12:51:59
70;PEC DO GOVERNO VAI DESTRUIR A PREVIDÊNCIA PÚBLICA Os grandes bancos e o sistema financeiro terão o controle e a administração de todos os recursos das aposentadorias. A íntegra no link: https://t.co/hZruh20tig;304;959;1099026901585330176;2019-02-22 19:23:26
71;BOLSONARO SUBORDINA O BRASIL AOS INTERESSES DO GOVERNO TRUMP. Submissão do governo brasileiro ameaça jogar o país numa guerra contra Venezuela e seus aliados, China e Rússia. Íntegra da nota no link: https://t.co/PSXiZmQ1BU;558;1931;1098949711522942976;2019-02-22 14:16:43
72;1/ A derrubada do decreto que desfigurava a Lei de Acesso à Informação, criada por Lula e sancionada por mim em 2012, preserva o dever de transparência do estado e o direito do povo à informação pública.;404;2135;1098249357856514048;2019-02-20 15:53:46
73;2/ A preservação da Lei de Acesso à Informação é uma vitória da verdade e da democracia, contra as trevas do arbítrio que o governo Bolsonaro tenta nos impor.;138;695;1098249327846309894;2019-02-20 15:53:38
74;A reforma da previdência apresentada é 1 afronta. E impõe pesadas perdas aos mais pobres. Os + prejudicados são os que ganham menos, os que têm expectativa de vida + baixa, entram no mercado + cedo e em profissões que exigem + esforço físico  #ReajaOuSuaPrevidenciaAcaba https://t.co/EuPTQEvAmU;747;2472;1098249123088740353;2019-02-20 15:52:50
75;Un saludo especial para ti, querida @CFKArgentina. https://t.co/NsoFkdjTUV;164;956;1098236688302784512;2019-02-20 15:03:25
76;PEC da reforma da Previdência de Bolsonaro é pior do que a de Temer.  https://t.co/gOrsF0ZsCS   #ReajaOuSuaPrevidênciaAcaba https://t.co/DYbvydX2mZ;540;1543;1098236484396691456;2019-02-20 15:02:36
77;"Assistam ao documentário ""Brasil em Transe"", exibido pela @BBCWorld, e produzido pelo jornalista @KennedyAlencar, sobre a crise política que desabou sobre o país, do impeachment à eleição da extrema-direita.   https://t.co/pfvoztywSX";297;1051;1097980146533965824;2019-02-19 22:04:01
78;Chocada e triste com a tragédia no Centro de Treinamento do Flamengo, no RJ, em que 10 atletas adolescentes e jovens perderam a vida. Minha solidariedade às famílias destes meninos, aos seus amigos e aos torcedores.;508;7033;1094069222597189632;2019-02-09 03:03:24
79;ATOS EM DEFESA DA LIBERDADE DE LULA  Hoje, acontecem, em Curitiba (PR) e São Paulo, atos em defesa da liberdade do ex-presidente. Outros atos também estão previstos nas cidades de Cuiabá e Porto Alegre.   PARTICIPEM!  #LulaLivreJa   https://t.co/NR2VEhC2C2;355;1277;1093493492653977601;2019-02-07 12:55:39
80;#LulaLivre https://t.co/h8KcrYTpip;1602;7240;1093288329695637505;2019-02-06 23:20:24
81;1/ Lula é vítima de uma nova condenação sem provas. Mais uma vez está evidente sua inocência, e caracterizada sua situação de preso político.;450;1983;1093266946676744195;2019-02-06 21:55:26
82;2/ Se a condenação no 1º processo tinha por objetivo impedir a candidatura de Lula à presidência, agora a intenção é retirá-lo definitivamente da vida política. Na prática, as duas condenações somadas tentam lhe impor uma prisão perpétua.;1109;6019;1093266880863895565;2019-02-06 21:55:10
83;3/ Cotado para o Prêmio Nobel da Paz, Lula tem sua cidadania interditada e seus direitos básicos suprimidos. Mas as condenações, maculadas por erros flagrantes, não farão com que se dobre aos seus algozes.;405;1870;1093266843782037504;2019-02-06 21:55:02
84;4/ A injustiça das duas condenações não vencerá a resistência de Lula nem a daqueles que o apoiam. Hoje, mais do que nunca, somos todos Lula. Lula nunca estará só. #LulaLivre;366;1499;1093266762605518848;2019-02-06 21:54:42
85;Dilma: “O que é meu por direito não pode ser negado pela história”. Em nota, ex-presidenta confirma que pediu indenização à Comissão de Anistia do Governo Federal e lembra que doou ao Tortura Nunca Mais as indenizações pagas pelos estados.   Leia aqui: https://t.co/hHQtex3Gq3;1339;7533;1092856676343005184;2019-02-05 18:45:10
86;Assinem o manifesto em defesa da @revistaforum e da liberdade de expressão. A revista e o fotógrafo Lula Marques são alvos de Bolsonaro, que tenta impor  censura, o que é inconstitucional. #LiberdadeDeImprensa #PressFreedomBrazil   https://t.co/VUXS1nRPiK;942;2898;1092838277185323009;2019-02-05 17:32:03
87;Nota de Mercadante AS BARBÁRIES DO MINISTRO DA EDUCAÇÃO Vélez Rodriguez insulta todo o povo brasileiro, expressando, de forma infundada e grosseira, seu preconceito e sua arrogância.  Link: https://t.co/cuLrva9uGV …;421;1614;1091704242572877826;2019-02-02 14:25:48
88;Termina hoje o abaixo-assinado para a indicação de Lula ao Nobel da Paz. Você já aderiu?  Participe.  #NobelparaLula  https://t.co/DjBlXaGtAw;874;4279;1091097051180556289;2019-01-31 22:13:03
89;Nota do PT CRUELDADE CONTRA LULA “A perseguição ao ex-presidente Lula não tem fim e neste episódio rebaixou-se ao nível da crueldade e da vingança”. Leia no link: https://t.co/YyYQfx1jFl https://t.co/H6gu9OSeNA;289;1658;1090784160690647040;2019-01-31 01:29:44
90;ELES TÊM MEDO DE LULA Vergonhoso jogo protelatório nega a Lula o direito de ir ao velório do irmão, Vavá, e prova que ele é um preso político. A íntegra da nota no link: https://t.co/mTdeJhgi3S https://t.co/dXfiHm1EaY;434;2162;1090618698543624192;2019-01-30 14:32:15
91;Lula pour le Prix Nobel de la Paix!   #NobelparaLula https://t.co/K3sGxxDzms;1558;7138;1090574679541194753;2019-01-30 11:37:20
92;Análise da página REXISTIR do Facebook O BRASIL É BRUMADINHO Uma barragem se rompeu e dela escorreu a lama do obscurantismo, da intolerância e do fascismo: o resultado é o desastre que o país vive hoje Link: https://t.co/nEcqP4U4gS https://t.co/sLdtzF0NJ5;357;1848;1090291258814283777;2019-01-29 16:51:07
93;Recebi com muita tristeza a notícia da morte de Genival Inácio da Silva, o Vavá, que vinha lutando contra um câncer. Ele faleceu hoje. Lamento pela família e amigos, que enfrentam este momento de dor. Espero que o presidente Lula possa ao menos se despedir do seu irmão querido. https://t.co/TPMv4IZeVz;819;6941;1090275639129710592;2019-01-29 15:49:03
94;Tratamos as vítimas de rompimento de barragens como vítimas de desastres naturais para que aquelas pudessem receber com presteza o dinheiro do FGTS. Os bolsominions parecem não saber o que é uma questão humanitária, nem sua urgência.;4892;26510;1089666333116153856;2019-01-27 23:27:53
95;"As ""fake news""dos bolsominions continuam. Esclareço que o decreto que assinei em 2016 tinha como  objetivo básico ajudar as vítimas da tragédia de Mariana a receber o dinheiro do FGTS. Equiparava o rompimento de barragens a desastres naturais apenas para efeito de saque do FGTS.";2390;10561;1089665281721581568;2019-01-27 23:23:42
96;RT @LaerteCoutinho1: https://t.co/Ef9AOaLL4g;1768;0;1089226892031467520;2019-01-26 18:21:42
97;RT @PTnaCamara: #FakeNews – Direita ataca @dilmabr na tragédia de Brumadinho por decreto que beneficia vítimas  https://t.co/cDYjVpxhDI;333;0;1089208771522502656;2019-01-26 17:09:42
98;MINAS GERAIS ESTÁ DE LUTO O que houve em Brumadinho não é só desastre ambiental e humano. É crime contra a humanidade: mata pessoas e o meio ambiente. Leia a nota no link: https://t.co/5oqN4IB6Wj;1003;6326;1089140069271781376;2019-01-26 12:36:42
99;5/ Mas é inadmissível que um Presidente possa se orgulhar ou comemorar algum desses fatos. Sua missão é respeitar a Constituição, defender a democracia, honrar seu país e dignificar seu cargo.;1540;11023;1088781036299976704;2019-01-25 12:50:02
100;4/ Confirma os temores do deputado Jean Wyllys o fato de o Presidente da República comemorar sua decisão. É terrível que uma autoridade defenda milícias, é estarrecedor que um candidato tenha ameaçado seus opositores com exílio e prisão.;967;5133;1088780966565462016;2019-01-25 12:49:45
101;3/ Quando um parlamentar destemido e corajoso como o deputado Jean Wyllys não considera segura sua presença no país, a democracia não está apenas ameaçada, mas profundamente ferida.;1151;6552;1088780913092296708;2019-01-25 12:49:32
102;2/ A razão para este ato extremo de Jean Wyllys é ter sido ameaçado de morte pelos mesmos milicianos que mataram Marielle Franco, no Rio.;749;4270;1088780855965822976;2019-01-25 12:49:19
103;1/ O deputado Jean Wyllys, defensor dos direitos humanos – das mulheres, dos homossexuais e LGBTIs, da população negra e do povo trabalhador de nosso país – renunciou ao seu mandato e vai exilar-se.;974;7355;1088780788169097216;2019-01-25 12:49:03
104;ATAQUE INACEITÁVEL AO ENEM E AO PT Aloizio Mercadante responde a Bolsonaro: Uma política de estado fundamental para milhões de brasileiros deveria ser tratada com maior responsabilidade pelo Presidente. A nota está no link: https://t.co/Zk01b7x3z5;464;2302;1088170770172469250;2019-01-23 20:25:03
105;FAKE NEWS AOS ITALIANOS Bolsonaro passa notícia falsa à emissora de TV da Itália Link para a nota de Dilma Rousseff: https://t.co/BCp8ekEwRI;593;1889;1087480955445698560;2019-01-21 22:43:58
106;Dilma rebate as novas declarações fantasiosas de Palocci  https://t.co/JY48xGGMPU;543;2471;1086380768270651392;2019-01-18 21:52:13
107;Um texto relevante para quem quer refletir e debater o momento que estamos vivendo no Brasl:  CARTA AO POVO PETISTA  Vai ter reforma da Previdência, e é melhor o PT começar a preparar sua alternativa  ARTIGO DE NELSON BARBOSA https://t.co/wEFJ6NvLDm;382;1474;1086273358772166656;2019-01-18 14:45:25
108;Documentário da BBC aborda a crise política que o Brasil vive desde 2013, indo da minha derrubada do governo com o golpe de 2016 até a ascensão do candidato da extrema direita.   https://t.co/2NQt7TX30B;1060;3781;1086223843100889095;2019-01-18 11:28:39
109;A FANTASIA DA BASE MILITAR DOS EUA NO BRASIL Uma base no Brasil só teria algum sentido se o Brasil estivesse sob ameaça de invasão, mas quem seria o invasor? ARTIGO DE ANDRÉ ARAÚJO, publicado no GGN. No link https://t.co/QfRYMG8O4M;428;2100;1082271737063108608;2019-01-07 13:44:24
110;GEOPOLÍTICA E FÉ  “Guerras santas” entre pequenos “peões militares” terceirizados pelas grandes potências são assim: depois que começam, elas não costumam ter fim. por José Luís Fiori, publicado no GGN: https://t.co/9EjFsafWnM;145;634;1082257108752568321;2019-01-07 12:46:16
111;Em nota, Dilma rebate declarações do senhor Heleno e aponta falhas do GSI: “A 'inteligência' na qual não se deve acreditar”. Leia aqui: https://t.co/orREiQpouX https://t.co/5uOmVFGXa9;613;2169;1081900986636079104;2019-01-06 13:11:10
112;VÊM AÍ A BOLHA E A FOGUEIRA Devem vir uma bolha no mercado e uma fogueira política para queimar a oposição no debate público Artigo de Nelson Barbosa no link abaixo: https://t.co/Uy1TfIUnfL https://t.co/IX04OzzarX;154;600;1081552003430518784;2019-01-05 14:04:26
113;RT @pablogentili: Por primera vez, las 3 mayores redes de ciencias sociales del mundo son dirigidas por mujeres: @kbatthyany al frente de @…;294;0;1080150755909296128;2019-01-01 17:16:23
114;"LULA: “NÃO ME SINTO SÓ. NÃO ESTOU SÓ” ""Não vamos baixar a cabeça nem deixar que tirem nossa alegria de viver e de batalhar por dias melhores. Nós sempre tivemos coragem de lutar e temos coragem de recomeçar"". A íntegra: https://t.co/zQTh7pAHxQ https://t.co/qKMuMSWcwA";1177;6811;1080075996752236550;2019-01-01 12:19:19
115;https://t.co/xKb7UyJXo8;47;237;1078628228007378944;2018-12-28 12:26:24
116;A música popular brasileira perde uma referência. Como ser humano, Miúcha era a perfeita tradução de sua voz: linda, doce, alegre e luminosa. Deixo um abraço aos seus irmãos, Ana de Hollanda e Chico Buarque, e à sua filha, Bebel Gilberto.;413;4540;1078626316382076928;2018-12-28 12:18:48
